Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     142/146         std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top() [128]
                0.00    0.00      60/133         std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::size() const [131]
                0.00    0.00      24/24          std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::pop() [161]
                0.00    0.00      17/24          std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::push(AVLTree<testing, Compare>::Iterator::IteratorNodeData&&) [162]
-----------------------------------------------
                0.00    0.00      23/23          main [1]
[164]    0.0    0.00    0.00      23         AVLTree<testing, Compare>::Iterator::operator*() const [164]
                0.00    0.00      23/23          std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top() const [168]
-----------------------------------------------
                0.00    0.00      23/23          std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back() const [167]
[165]    0.0    0.00    0.00      23         std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::operator*() const [165]
-----------------------------------------------
                0.00    0.00      23/23          std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back() const [167]
[166]    0.0    0.00    0.00      23         std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::end() const [166]
                0.00    0.00      23/23          std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*> const&) [169]
-----------------------------------------------
                0.00    0.00      23/23          std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top() const [168]
[167]    0.0    0.00    0.00      23         std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back() const [167]
                0.00    0.00      23/23          std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::operator--() [170]
                0.00    0.00      23/23          std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::end() const [166]
                0.00    0.00      23/23          std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::operator*() const [165]
-----------------------------------------------
                0.00    0.00      23/23          AVLTree<testing, Compare>::Iterator::operator*() const [164]
[168]    0.0    0.00    0.00      23         std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top() const [168]
                0.00    0.00      23/23          std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back() const [167]
-----------------------------------------------
                0.00    0.00      23/23          std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::end() const [166]
[169]    0.0    0.00    0.00      23         std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*> const&) [169]
-----------------------------------------------
                0.00    0.00      23/23          std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::back() const [167]
[170]    0.0    0.00    0.00      23         std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData const&, AVLTree<testing, Compare>::Iterator::IteratorNodeData const*>::operator--() [170]
-----------------------------------------------
                0.00    0.00      20/20          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [199]
[171]    0.0    0.00    0.00      20         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [171]
-----------------------------------------------
                0.00    0.00       1/19          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::begin() [401]
                0.00    0.00      18/19          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::end() [175]
[172]    0.0    0.00    0.00      19         std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&) [172]
-----------------------------------------------
                0.00    0.00      18/18          std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::empty() const [174]
[173]    0.0    0.00    0.00      18         std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::empty() const [173]
                0.00    0.00      18/18          bool std::operator==<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&, std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&) [176]
-----------------------------------------------
                0.00    0.00      18/18          AVLTree<testing, Compare>::~AVLTree() [309]
[174]    0.0    0.00    0.00      18         std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::empty() const [174]
                0.00    0.00      18/18          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::empty() const [173]
-----------------------------------------------
                0.00    0.00       1/18          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::~deque() [403]
                0.00    0.00      17/18          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back() [183]
[175]    0.0    0.00    0.00      18         std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::end() [175]
                0.00    0.00      18/19          std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&) [172]
-----------------------------------------------
                0.00    0.00      18/18          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::empty() const [173]
[176]    0.0    0.00    0.00      18         bool std::operator==<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>(std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&, std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**> const&) [176]
-----------------------------------------------
                0.00    0.00      17/17          void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::destroy<AVLTree<testing, Compare>::Node*>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**) [181]
[177]    0.0    0.00    0.00      17         void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::destroy<AVLTree<testing, Compare>::Node*>(AVLTree<testing, Compare>::Node**) [177]
-----------------------------------------------
                0.00    0.00      17/17          void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&) [182]
[178]    0.0    0.00    0.00      17         void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&) [178]
                0.00    0.00      17/34          AVLTree<testing, Compare>::Node* const& std::forward<AVLTree<testing, Compare>::Node* const&>(std::remove_reference<AVLTree<testing, Compare>::Node* const&>::type&) [148]
                0.00    0.00      17/1730273     operator new(unsigned long, void*) [84]
-----------------------------------------------
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back() [183]
[179]    0.0    0.00    0.00      17         std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::operator*() const [179]
-----------------------------------------------
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back() [183]
[180]    0.0    0.00    0.00      17         std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::operator--() [180]
-----------------------------------------------
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::pop_back() [184]
[181]    0.0    0.00    0.00      17         void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::destroy<AVLTree<testing, Compare>::Node*>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**) [181]
                0.00    0.00      17/17          void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::destroy<AVLTree<testing, Compare>::Node*>(AVLTree<testing, Compare>::Node**) [177]
-----------------------------------------------
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::push_back(AVLTree<testing, Compare>::Node* const&) [185]
[182]    0.0    0.00    0.00      17         void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&) [182]
                0.00    0.00      17/34          AVLTree<testing, Compare>::Node* const& std::forward<AVLTree<testing, Compare>::Node* const&>(std::remove_reference<AVLTree<testing, Compare>::Node* const&>::type&) [148]
                0.00    0.00      17/17          void __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Node*>::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&) [178]
-----------------------------------------------
                0.00    0.00      17/17          std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::top() [187]
[183]    0.0    0.00    0.00      17         std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back() [183]
                0.00    0.00      17/18          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::end() [175]
                0.00    0.00      17/17          std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::operator--() [180]
                0.00    0.00      17/17          std::_Deque_iterator<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*&, AVLTree<testing, Compare>::Node**>::operator*() const [179]
-----------------------------------------------
                0.00    0.00      17/17          std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::pop() [186]
[184]    0.0    0.00    0.00      17         std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::pop_back() [184]
                0.00    0.00      17/17          void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::destroy<AVLTree<testing, Compare>::Node*>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**) [181]
-----------------------------------------------
                0.00    0.00      17/17          std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::push(AVLTree<testing, Compare>::Node* const&) [188]
[185]    0.0    0.00    0.00      17         std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::push_back(AVLTree<testing, Compare>::Node* const&) [185]
                0.00    0.00      17/17          void std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Node*> >::construct<AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node* const&>(std::allocator<AVLTree<testing, Compare>::Node*>&, AVLTree<testing, Compare>::Node**, AVLTree<testing, Compare>::Node* const&) [182]
-----------------------------------------------
                0.00    0.00      17/17          AVLTree<testing, Compare>::~AVLTree() [309]
[186]    0.0    0.00    0.00      17         std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::pop() [186]
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::pop_back() [184]
-----------------------------------------------
                0.00    0.00      17/17          AVLTree<testing, Compare>::~AVLTree() [309]
[187]    0.0    0.00    0.00      17         std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::top() [187]
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::back() [183]
-----------------------------------------------
                0.00    0.00      17/17          AVLTree<testing, Compare>::~AVLTree() [309]
[188]    0.0    0.00    0.00      17         std::stack<AVLTree<testing, Compare>::Node*, std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> > >::push(AVLTree<testing, Compare>::Node* const&) [188]
                0.00    0.00      17/17          std::deque<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::push_back(AVLTree<testing, Compare>::Node* const&) [185]
-----------------------------------------------
                0.00    0.00      16/16          AVLTree<testing, Compare>::insert(testing*) [191]
[189]    0.0    0.00    0.00      16         AVLTree<testing, Compare>::Node::Node(testing*, AVLTree<testing, Compare>::Node*) [189]
-----------------------------------------------
                0.00    0.00       8/16          AVLTree<testing, Compare>::~AVLTree() [309]
                0.00    0.00       8/16          AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*) [203]
[190]    0.0    0.00    0.00      16         AVLTree<testing, Compare>::Node::~Node() [190]
-----------------------------------------------
                0.00    0.00      16/16          AVLTree<testing, Compare>::insert(testing const&) [192]
[191]    0.0    0.00    0.00      16         AVLTree<testing, Compare>::insert(testing*) [191]
                0.00    0.00     107/243         Compare::operator()(testing, testing) const [120]
                0.00    0.00      46/76          AVLTree<testing, Compare>::TEqual(testing const&, testing const&) const [133]
                0.00    0.00      16/16          AVLTree<testing, Compare>::Node::Node(testing*, AVLTree<testing, Compare>::Node*) [189]
                0.00    0.00      15/15          AVLTree<testing, Compare>::balanceTreeInsertion(AVLTree<testing, Compare>::Node*) [193]
-----------------------------------------------
                0.00    0.00      16/16          main [1]
[192]    0.0    0.00    0.00      16         AVLTree<testing, Compare>::insert(testing const&) [192]
                0.00    0.00      16/16          AVLTree<testing, Compare>::insert(testing*) [191]
-----------------------------------------------
                0.00    0.00      15/15          AVLTree<testing, Compare>::insert(testing*) [191]
[193]    0.0    0.00    0.00      15         AVLTree<testing, Compare>::balanceTreeInsertion(AVLTree<testing, Compare>::Node*) [193]
                0.00    0.00      50/65          AVLTree<testing, Compare>::calculateBalanceFactors(AVLTree<testing, Compare>::Node*) [135]
                0.00    0.00       7/7           AVLTree<testing, Compare>::Rotate(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [213]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[194]    0.0    0.00    0.00      10         std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [194]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[195]    0.0    0.00    0.00      10         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [195]
                0.00    0.00      10/10          std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
-----------------------------------------------
                0.00    0.00      10/10          std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [195]
[196]    0.0    0.00    0.00      10         std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
                0.00    0.00      10/30          std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [149]
                0.00    0.00      10/10          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [198]
-----------------------------------------------
                0.00    0.00      10/10          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [200]
[197]    0.0    0.00    0.00      10         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [197]
-----------------------------------------------
                0.00    0.00      10/10          std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1l, 1000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
[198]    0.0    0.00    0.00      10         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [198]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[199]    0.0    0.00    0.00      10         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [199]
                0.00    0.00      20/20          std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [171]
                0.00    0.00      10/10          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [200]
-----------------------------------------------
                0.00    0.00      10/10          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [199]
[200]    0.0    0.00    0.00      10         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [200]
                0.00    0.00      20/30          std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [149]
                0.00    0.00      10/10          std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [197]
-----------------------------------------------
                0.00    0.00       8/8           AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*) [203]
[201]    0.0    0.00    0.00       8         AVLTree<testing, Compare>::balanceTreeRemove(AVLTree<testing, Compare>::Node*) [201]
                0.00    0.00      15/65          AVLTree<testing, Compare>::calculateBalanceFactors(AVLTree<testing, Compare>::Node*) [135]
                0.00    0.00       2/5           AVLTree<testing, Compare>::RotateLL(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [216]
-----------------------------------------------
                0.00    0.00       8/8           main [1]
[202]    0.0    0.00    0.00       8         AVLTree<testing, Compare>::remove(testing const&) [202]
                0.00    0.00       8/8           AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*) [203]
-----------------------------------------------
                                   1             AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*) [203]
                0.00    0.00       8/8           AVLTree<testing, Compare>::remove(testing const&) [202]
[203]    0.0    0.00    0.00       8+1       AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*) [203]
                0.00    0.00      30/76          AVLTree<testing, Compare>::TEqual(testing const&, testing const&) const [133]
                0.00    0.00      21/243         Compare::operator()(testing, testing) const [120]
                0.00    0.00       8/16          AVLTree<testing, Compare>::Node::~Node() [190]
                0.00    0.00       8/8           AVLTree<testing, Compare>::balanceTreeRemove(AVLTree<testing, Compare>::Node*) [201]
                                   1             AVLTree<testing, Compare>::remove(testing const&, bool, AVLTree<testing, Compare>::Node*) [203]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> const&) [208]
[204]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::new_allocator() [204]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~allocator() [209]
[205]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~new_allocator() [205]
-----------------------------------------------
                0.00    0.00       8/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_map_allocator() const [207]
[206]    0.0    0.00    0.00       8         std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_Tp_allocator() const [206]
-----------------------------------------------
                0.00    0.00       4/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_deallocate_map(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long) [238]
                0.00    0.00       4/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_allocate_map(unsigned long) [234]
[207]    0.0    0.00    0.00       8         std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_map_allocator() const [207]
                0.00    0.00       8/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_Tp_allocator() const [206]
                0.00    0.00       8/8           std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> const&) [208]
-----------------------------------------------
