Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       8/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_get_map_allocator() const [207]
[208]    0.0    0.00    0.00       8         std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> const&) [208]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::new_allocator() [204]
-----------------------------------------------
                0.00    0.00       4/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_deallocate_map(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long) [238]
                0.00    0.00       4/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_allocate_map(unsigned long) [234]
[209]    0.0    0.00    0.00       8         std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~allocator() [209]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::~new_allocator() [205]
-----------------------------------------------
                0.00    0.00       8/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_initialize_map(unsigned long) [239]
[210]    0.0    0.00    0.00       8         std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::_M_set_node(AVLTree<testing, Compare>::Iterator::IteratorNodeData**) [210]
                0.00    0.00       8/141         std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::_S_buffer_size() [129]
-----------------------------------------------
                0.00    0.00       8/8           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_Deque_impl::_Deque_impl() [232]
[211]    0.0    0.00    0.00       8         std::_Deque_iterator<AVLTree<testing, Compare>::Iterator::IteratorNodeData, AVLTree<testing, Compare>::Iterator::IteratorNodeData&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::_Deque_iterator() [211]
-----------------------------------------------
                0.00    0.00       7/7           AVLTree<testing, Compare>::Rotate(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [213]
[212]    0.0    0.00    0.00       7         AVLTree<testing, Compare>::getRotationType(AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [212]
-----------------------------------------------
                0.00    0.00       7/7           AVLTree<testing, Compare>::balanceTreeInsertion(AVLTree<testing, Compare>::Node*) [193]
[213]    0.0    0.00    0.00       7         AVLTree<testing, Compare>::Rotate(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [213]
                0.00    0.00       7/7           AVLTree<testing, Compare>::getRotationType(AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [212]
                0.00    0.00       3/5           AVLTree<testing, Compare>::RotateLL(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [216]
                0.00    0.00       2/2           AVLTree<testing, Compare>::RotateRL(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [271]
                0.00    0.00       1/1           AVLTree<testing, Compare>::RotateLR(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [306]
                0.00    0.00       1/1           AVLTree<testing, Compare>::RotateRR(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [307]
-----------------------------------------------
                0.00    0.00       1/7           std::_Deque_base<AVLTree<testing, Compare>::Node*, std::allocator<AVLTree<testing, Compare>::Node*> >::_M_initialize_map(unsigned long) [356]
                0.00    0.00       1/7           std::_Deque_base<AVLTree<int, std::less<int> >::Node*, std::allocator<AVLTree<int, std::less<int> >::Node*> >::_M_initialize_map(unsigned long) [380]
                0.00    0.00       1/7           std::_Deque_base<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::_M_initialize_map(unsigned long) [368]
                0.00    0.00       4/7           std::_Deque_base<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::_M_initialize_map(unsigned long) [239]
[214]    0.0    0.00    0.00       7         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [214]
-----------------------------------------------
                0.00    0.00       3/6           void std::allocator_traits<std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::construct<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node* const&>(std::allocator<AVLTree<testing*, std::less<testing*> >::Node*>&, AVLTree<testing*, std::less<testing*> >::Node**, AVLTree<testing*, std::less<testing*> >::Node* const&) [261]
                0.00    0.00       3/6           void __gnu_cxx::new_allocator<AVLTree<testing*, std::less<testing*> >::Node*>::construct<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node* const&>(AVLTree<testing*, std::less<testing*> >::Node**, AVLTree<testing*, std::less<testing*> >::Node* const&) [257]
[215]    0.0    0.00    0.00       6         AVLTree<testing*, std::less<testing*> >::Node* const& std::forward<AVLTree<testing*, std::less<testing*> >::Node* const&>(std::remove_reference<AVLTree<testing*, std::less<testing*> >::Node* const&>::type&) [215]
-----------------------------------------------
                0.00    0.00       2/5           AVLTree<testing, Compare>::balanceTreeRemove(AVLTree<testing, Compare>::Node*) [201]
                0.00    0.00       3/5           AVLTree<testing, Compare>::Rotate(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [213]
[216]    0.0    0.00    0.00       5         AVLTree<testing, Compare>::RotateLL(bool, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*, AVLTree<testing, Compare>::Node*) [216]
-----------------------------------------------
                0.00    0.00       1/5           std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::begin() [405]
                0.00    0.00       4/5           std::deque<AVLTree<testing*, std::less<testing*> >::Node*, std::allocator<AVLTree<testing*, std::less<testing*> >::Node*> >::end() [252]
[217]    0.0    0.00    0.00       5         std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**>::_Deque_iterator(std::_Deque_iterator<AVLTree<testing*, std::less<testing*> >::Node*, AVLTree<testing*, std::less<testing*> >::Node*&, AVLTree<testing*, std::less<testing*> >::Node**> const&) [217]
-----------------------------------------------
                0.00    0.00       2/4           AVLTree<testing, Compare>::begin() [269]
                0.00    0.00       2/4           AVLTree<testing, Compare>::end() [268]
[218]    0.0    0.00    0.00       4         AVLTree<testing, Compare>::Iterator::Iterator(AVLTree<testing, Compare>::Node*, Compare) [218]
                0.00    0.00       7/24          std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::push(AVLTree<testing, Compare>::Iterator::IteratorNodeData&&) [162]
                0.00    0.00       4/4           std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::stack<std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >, void>() [253]
                0.00    0.00       4/146         std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::top() [128]
-----------------------------------------------
                0.00    0.00       4/4           main [1]
[219]    0.0    0.00    0.00       4         AVLTree<testing, Compare>::Iterator::~Iterator() [219]
                0.00    0.00       4/4           std::stack<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::deque<AVLTree<testing, Compare>::Iterator::IteratorNodeData, std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> > >::~stack() [254]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::deallocate(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>&, AVLTree<testing, Compare>::Iterator::IteratorNodeData*, unsigned long) [244]
[220]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::deallocate(AVLTree<testing, Compare>::Iterator::IteratorNodeData*, unsigned long) [220]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData> >::allocate(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>&, unsigned long) [245]
[221]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::allocate(unsigned long, void const*) [221]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::max_size() const [226]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::allocator() [230]
[222]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::new_allocator() [222]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::~allocator() [231]
[223]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData>::~new_allocator() [223]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*> >::deallocate(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>&, AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long) [246]
[224]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::deallocate(AVLTree<testing, Compare>::Iterator::IteratorNodeData**, unsigned long) [224]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*> >::allocate(std::allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>&, unsigned long) [247]
[225]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<AVLTree<testing, Compare>::Iterator::IteratorNodeData*>::allocate(unsigned long, void const*) [225]
